,Text,Sentiment
649,Soooo what about retail workers during all this?? Do we get to close at 8? How many people can I let in and out of the store?? I really need answers.... #CoronavirusOutbreak #coronavirus #coronavirusny,Neutral
650,"covid-19: you're gonna have to work from home

me: i can handle this

covid-19: you're gonna have to ration and stock food

me: i can handle this

covid-19: you're gonna have to not see friends at all ever

me: ?????????????????????",Negative
651,"We want to answer your #coronavirus questions - big or small...
Should you drive during spring break?
Am I putting myself at risk by going to the grocery store?
Should I get food delivered and is it safe? Fill out our questionaire:??
https://t.co/ReGMPRhxIG",Positive
652,Schools and Universities are closed for a month- fine #COVID2019  #corona but I have a quetion that why many shopkeepers are selling masks on high prices- we  can afford but what about others who can't  @NakuulMehta #FanForever,Positive
653,I feel so bad bc I placed a JSC order on the 13th NOT thinking at all because Covid 19 I figured shopping online would be okay. But now what happens? IÂm fine with waiting because I understand since things are closing. I still want the items lol.,Extremely Positive
654,"@realDonaldTrump My son and my niece just now lost their jobs at pizza hut, the drive thru will be operating only because of panic over the Covid-19.  My son is my caregiver. He helps with food and car repairs.  What is the solution for people like us?",Positive
655,"Im fucking calling it now, covid-19 isnt gonna kill us, since we're all gonna kill eachother due to a fucking food shortage. The panic is gonna go from a mere virus to a fucking all out apocalypse due to how shit is going right now, you're all gonna cause a damn downfall",Negative
656,Most shops closed in but supermarkets groceries pharmacies open take away restaurants open These photos are from a well stocked supermarket,Positive
657,Relax stay calm the majority of cases are mild the bulk of people recover especially if u r a healthy young person the best thing you can do to help keep others safe is stock up enough food water supplies amp stay home for a few weeks we love you  ,Extremely Positive
658,"I work overnight in retail at a major sporting goods store and I find it mind boggling that we still have to be here. There is a woman here, in her 70s, who also lives with her 90 year old mother. Another guy whose GF works in an ER. Come on people. #COVID2019 #stayhomechallenge",Neutral
659,Los Angeles residents are bulk buying firearms amid fears of a food shortage as continues to sweep across the 19,Negative
660,Queues to buy guns in LA   Buyers tell me they re scared of what will happen if people run out of food and supplies and they need to protect their families We re live on as panic hits LA,Negative
661,Realizing how much online shopping I do... so many businesses have my email addresses sending out their closures for COVID-19... at least some of them indicate their workers will be getting paid ??,Neutral
662,As we face significant uncertainty due to the pandemic I want to take a moment to thank the hospital staff first responders grocery store employees community pharmacists lab technicians and everyone else on the front lines of this crisis You are true heroes,Positive
663,Barely anyone in buys cars amid as consumer spending and demand growth are crippled in the world s biggest and oil import market Expect similar charts from and to emerge soon as a hits ,Positive
664,There are elderly people amp families not able to buy their groceries because people are buying every damn thing going Some are being greedy mother fuckers There s NOT a food shortage do your normal shop amp THINK of others,Extremely Negative
665,I KNOW y all aren t panic buying food but leaving them seasoning aisles full Going into quarantine with UNSEASONED food  ,Negative
666,With #Covid_19 sparking panic buying many smaller local shops are now demanding CASH ONLY sales. Asylum seekers who rely on these shops using @ukhomeoffice #ASPENcard have No cash= No food/essentials for them and kids. #HostileEnvironment @SYMAAG @RefugeeAction @VOICESNetworkUK,Extremely Negative
667,The Dubai based Majid Al Futtaim says it will be reducing its working hours at malls it operates to eight hours excluding its supermarket chain Carrefour and pharmacies within the malls as a measure to stop the spread of 19,Negative
668,"@Rosie Seriously - my grocery store was out of regular sugar and flour. 

Apparently we are gonna fight #COVID2019 with baked goods!! https://t.co/JjAZTA3wYl",Negative
669,H E Dr Majid Al Qasabi Minister of was filmed today while personally inspecting the stock availability of food amp goods in the supermarkets in saying there will be severe penalties against any price manipulations,Negative
670,"So far, the Minister does not seem to have made statement on the catastrophe that can develop if the issue of markets operation is not addressed. Food insecurity has potential to make current Covid-19 panic look like a kindergarten and could lead to riots. I submit",Extremely Negative
671,"Untransformed, SA Supermarket Chain Retailers coining it on the back of consumer panic caused by COVID-19 pandemic with ""confiscatory"" pricing practices. Must be asking themselves, ""Who needs BlackFriday anyway with steep discounts to cream it when you got COVID?"" #GreedyBastards https://t.co/cz7v14RzzA",Negative
672,"Due to the COVID-19 virus and the global health pandemic, we will be closed at our retail location until further notice. Our immediate thoughts are with those affected in this trying time. Our online store is open and social channels will still be active. 

With love &amp; hope
BAGP",Extremely Positive
673,For the health and safety of our customers Pillitteri will be cancelling all tour and tasting programs in response to COVID 19 Our winery retail store will remain open for sales only and we will be offering FREE SHIPPING on any online wine orders at,Extremely Positive
674,Away from virology healthcare policy etc for a second but still Massive credit due to UK supermarket workers It must be really stressful at the moment so thank you   Please RT,Extremely Positive
675,Chris a 67 year old who works at a grocery store in Seattle is caught in the crossfire of the panic She s one of 70 people who have shared their experience of working in the service industry in the US right now We want to hear from you,Negative
676,"My friend Norah works at a big chain grocery store and one of her teammates tested positive for COVID-19. She was told to keep coming to work, and not to tell the press. 

Instead, she's giving up income to avoid spreading the disease. Can we all chip in and give her sick pay? https://t.co/Ca34zBqA2M",Positive
677,Food banks are struggling nationally and locally Please keep giving and encourage others to also They are needed more than ever as supply to food banks drops and demand has and will increase nimmo,Extremely Positive
678,Hey are likely to make a fortune from boom in online shopping due to Are you going to ensure they pay fair UK tax We ll need that income for recovery Wouldn t the EU Tax Avoidance Directive be useful right now,Positive
679,A big shout out to all those supermarket employees who are working long hard hours dealing with the crazed general public. I salute you for what you are providing to us all. Thank you ? #shoutout #Supermarketsemployees #COVID2019 #COVID @Coles @woolworths @ALDIAustralia,Positive
680,COVID 19 POLICY IDEA If lawmakers want more people to temporarily stay at home and conduct more online shopping RI should temporarily amp other e sales taxes to encourage delivery of goods amp food and keep more w those who have lost their jobs,Positive
681,Our caller Nicole who has a toddler and a newborn baby finds it hard to contain her emotion as she describes to Jeremy the difficulty she s having in finding food because of panic buyers,Extremely Negative
682,is not limited to supermarkets and pharmacies While food flies off shelves others with a survivalist bent are on a mission to purchase firearms More,Positive
683,to close its doors from 3 17 3 31 Employees will continue to be paid during the temporary closure Online shopping still active,Positive
684,Seniors and pension card holders have tried to make the most of a dedicated shopping hour set up by the major supermarket chain for vulnerable people in the midst of the COVID-19 outbreak. https://t.co/keTKwwSa9m,Positive
685,"With the restrictions on bars, restaurants, and other popular consumer stops included in Gov. John Carney's State of Emergency declaration over novel coronavirus COVID-19 concerns, Delaware is about to see an influx of unemployment claims--so many, Â https://t.co/KuEcdsZql0",Negative
686,"There are systems in place that will ensure #Egypt doesn't run out of food
#Coronavirus #COVID_19
https://t.co/ZnYKfN5JdL",Positive
687,"THANK YOU ? To our medical workers, grocery store employees, truck drivers and National Guard for keeping our country's wheels turning &amp; stepping up to the call of duty during this #COVID19 #coronavirus outbreak.

We couldn't do this without you. https://t.co/Mn4a7HNTXz",Positive
688,Chicago consumers be aware of consumer fraud related to the Coronavirus Disease 2019 Outbreak submit consumer fraud complaints via 3 1 1 or at Learn more about,Extremely Negative
689,Microsoft announced tonight that it will close all Microsoft Store retail locations due to the COVID 19 outbreak,Neutral
690,"Throughout this #COVID2019 pandemic the thing I am MOST impressed with is that so far no American has hauled off and shot someone over the last tin of baked bins on a supermarket shelf.

This situation won't last, sadly.",Positive
